"区域: 减运算.airfoil.Default: Direction [1,0,0] (m)","区域: 减运算.airfoil.Default: Pressure Coefficient"
0.056534797159631535,-0.4854525731154505
0.07488352746189932,-0.5054576508111407
0.014730868426912234,0.019061631604065345
0.02641215106686796,-0.29070390010205605
0.04044903854507356,-0.43504027457185096
0.09583267821799403,-0.5029205487788877
0.11982853733732259,-0.4860449093591151
0.002193734947356281,1.100741101432093
0.006200854852941728,0.56133318705829
0.001742181874754824,1.1541992970702293
0.1297599864840937,-0.7522521362685874
0.10291085466363656,-0.7124406289919153
0.06008972770243661,-0.5622715842753747
0.07986355244686252,-0.6501181006426875
0.04314532767546454,-0.43891403863214884
0.0287130456794595,-0.25360947528294464
0.007501542433139978,0.4629712530836981
0.016684377024750893,0.03919638965444949
0.16101414800518388,-0.7754996429660327
0.1473962798841422,-0.45584364901813834
0.17912903633731975,-0.41984777299650405
0.19735807351811704,-0.7848485943491176
0.21569270426447007,-0.37971865779140657
0.2578343522852374,-0.33610276330916894
0.2395755354647542,-0.7792766314986697
0.28855589929394587,-0.7551006701370763
0.3063810925094461,-0.2886779216037582
0.34526535091422356,-0.7071143228332248
0.41065701354669654,-0.6345719188202515
0.36221058374089476,-0.2434066172889347
0.4261674338490462,-0.20029183080540264
0.4855187175210837,-0.5446179959755086
0.5703095933360982,-0.44776701554069237
0.4989419509992066,-0.15419524996701675
0.5810276545108091,-0.10370686629125
0.6651011093232522,-0.341808329638396
0.9707062300734124,0.1369473411258218
0.6727812623170548,-0.04760731925577375
0.9702274767680622,0.08057246245123285
0.7695484196044327,-0.20705578339161643
0.8822845254008471,-0.07006318456775885
0.7742464502187268,0.016250376959166882
0.8843958848196749,0.07929470659644945
