"区域: 减运算.airfoil.Default: Direction [1,0,0] (m)","区域: 减运算.airfoil.Default: Pressure Coefficient"
9.834080318035195E-4,0.4949800817239931
1.6854602215381694E-4,0.7667677683947
0.0026532121318973804,0.9971716630771689
9.658646592138628E-4,1.0214492491873366
1.7028571594931614E-4,0.9374336192849566
0.005344564441019602,0.8657161435011321
0.009135299453272388,0.6992865431429663
0.020196213299514994,0.35860448371992726
0.014075326640592668,0.519375161982192
0.027581543556802323,0.2224194475413187
0.03637105845952068,0.11481443535784602
0.0027636725682367745,0.17465579137477175
0.005656653206029339,-0.1262568274347448
0.046758778044539,0.031120385747284627
0.00973161220780675,-0.37550851364275306
0.015034099887490032,-0.5703492439705103
0.02166167424031641,-0.7093115696582766
0.029762683383031428,-0.8069595650493687
0.058986802575218336,-0.033271282863456604
0.07333672383905784,-0.08147531885131935
0.09012958889197528,-0.116572194118141
0.039524782509513766,-0.876101293216002
0.051167364880631304,-0.9257407181948702
0.06493929458384778,-0.9597048075265281
0.08112606557585898,-0.9813912997680627
0.10006972431745921,-0.9910215870465534
0.10973037039931903,-0.1400906598921952
0.1222040721080185,-0.9886825606158498
0.1480799572293457,-0.9774717403531262
0.132554879416594,-0.15344829078876
0.17836012706973678,-0.9605998804752083
0.159078732503373,-0.1565074385131528
0.21379042072313767,-0.9339519987100138
0.18985047033046426,-0.15088202906477594
0.22550489892053302,-0.1391593764220656
0.266772633170646,-0.12323161322271364
0.25517310309880653,-0.8942480707431996
0.3033561430354168,-0.8407251322040803
0.3592151407514601,-0.7679437769706158
0.3144741054737079,-0.10347739252956517
0.4235872824272787,-0.6754708131784931
0.4326125597076713,-0.06327591624550516
0.3694792299839631,-0.08367379909945677
0.4971507912115279,-0.5767805920507272
0.5802895665986258,-0.47630458640730133
0.5045309552455701,-0.03852475451368383
0.6730477065618559,-0.3655626119660847
0.5856912846571631,-0.007560687635699575
0.9709532242133789,-0.01139168015249458
0.775098518502162,-0.2360267150436705
0.6764219611341498,0.02819636622788073
0.8851432269172965,-0.111796454712074
0.9710309527795495,0.17857383636780455
0.7767559539682203,0.0718966687367922
0.8856790462771598,0.11844312982862211
