"Plane Section_0.25: Direction [1,0,0] (m)","Plane Section_0.25: Pressure Coefficient"
0.03195317679178905,0.4686405076520385
0.03138717559430672,0.6721152955184126
0.0328056867532768,0.2301587035692594
0.03158000648174866,0.6426388075915584
0.031060384628587026,0.8664609543603903
0.03088392872093318,0.9206901927781691
0.030859902582190527,0.924492438477481
0.031035288410245387,0.7488778561266448
0.03094244871603115,0.7652328835564429
0.03127130734673278,0.4935070567804297
0.034035261000154415,0.056003828919697615
0.035505746008201576,-0.07586984082799168
0.03176509662699327,0.21941547159986552
0.03206827478265953,0.11839037491896975
0.03289731504664074,-0.20670339011453032
0.032346629456252024,-0.10636665335964869
0.03699869638522538,-0.14294883044523346
0.03322062404416248,-0.29609088625456775
0.03359228109836375,-0.32527427466348313
0.03855116102733322,-0.20668866152431253
0.03441079221335443,-0.3691088560524615
0.03540171705507069,-0.41580189963190395
0.04090009456197381,-0.2244052704897913
0.0365289886697631,-0.5017033036783687
0.17585954865814873,0.18861939024909727
0.1735778565754224,0.16516355975939645
0.1770218773766351,0.19038144187830183
0.16897541408732025,0.14270730924514197
0.17041612703654235,0.13772567748012116
0.0446749573088712,-0.2570324687495941
0.05037234494723716,-0.2535427859996653
0.1782908866639353,0.2220874904313031
0.1789534105790645,-0.029939233911196163
0.17895341057906444,-0.12093064924469632
0.1789534105790645,-0.030913584185227116
0.17849207372480264,0.1779044229840089
0.0383226957587937,-0.5747557440220904
0.16517183791071213,0.112647475270301
0.05754175107526485,-0.23861057895358903
0.06573722095100132,-0.20814014312040824
0.17632337905029763,0.13305957225585616
0.040388562560073574,-0.6338476973183248
0.04331038360706074,-0.6613880322805085
0.08058899681518755,-0.14959653706842196
0.08596539298415656,-0.12844817242989987
0.16043781753161568,0.08624530759911714
0.15847746888464076,0.0856897540646244
0.15372666932149212,0.06157025294427835
0.1456393249426722,0.038091677274693564
0.07528023818387106,-0.16532429775404928
0.17240593050904393,0.0902512427873726
0.16798303391235037,0.03126000176352336
0.046741748980372755,-0.6909611251706674
0.09718796377142183,-0.10047451008036296
0.13662115697819424,0.010324689938362861
0.1273968372730551,-0.015287561937949242
0.10826940652443112,-0.07137740766135342
0.11803603604556037,-0.04256977216665365
0.16333104485263839,-0.020506452221911213
0.05098993306836645,-0.7116358400399421
0.15751206819853353,-0.08099880929455969
0.14986853810329484,-0.14688750339540152
0.1414689818913366,-0.2100254128140295
0.057859957952470814,-0.7230536827382411
0.06477184450200268,-0.716993360374358
0.11662216962677403,-0.3824239635646759
0.12638229428830894,-0.3176785551657155
0.13425064791944585,-0.2624842937324241
0.09814942504418692,-0.5158059981725163
0.09073234166587604,-0.5771171877789644
0.07324983499087964,-0.6729143194762723
0.08279408265805202,-0.6214869669973119
0.10662751303652165,-0.44793580239097724
